sid,underlying_sid,root,symbol,name,mktdata_type,asset_class,instrument_type,mult,tick_size,start_date,end_date,auto_close_date,exchange_name,calendar_name,ccy,ccy_pair,base_ccy,quote_ccy,expiry_date,notice_date
724,-1,NONE,LOW,LOWES COMPANIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
725,-1,NONE,LSI,"LIFE STORAGE, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
726,-1,NONE,LTD,LTD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
727,-1,NONE,LTR,LTR,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
728,-1,NONE,LUV,SOUTHWEST AIRLINES CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
729,-1,NONE,LXK,LEXMARK INTERNATIONAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
730,-1,NONE,MAR,MARRIOTT INTERNATIONAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
731,-1,NONE,MAS,MASCO CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
732,-1,NONE,MAT,MATTEL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
733,-1,NONE,MBI,MBIA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
734,-1,NONE,MCD,MCDONALDS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
735,-1,NONE,MCK,MCKESSON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
736,-1,NONE,MCO,MOODYS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
737,-1,NONE,MDP,MEREDITH CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
738,-1,NONE,MDT,MEDTRONIC PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
739,-1,NONE,MEDI,MEDIMMUNE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
740,-1,NONE,MEL,MELLON FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
741,-1,NONE,MER,"MERRILL LYNCH & CO., INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
742,-1,NONE,MET,METLIFE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
743,-1,NONE,MHP,MHP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
744,-1,NONE,MHS,MEDCO HEALTH SOLUTIONS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
745,-1,NONE,MI,MARSHALL & ILSLEY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
746,-1,NONE,MIL,MIL,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
747,-1,NONE,MKC,MCCORMICK & CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
748,-1,NONE,MMC,"MARSH & MCLENNAN COMPANIES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
749,-1,NONE,MMM,3M CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
750,-1,NONE,MNST,MONSTER BEVERAGE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
751,-1,NONE,MO,"ALTRIA GROUP, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
752,-1,NONE,MOLX,MOLEX INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
753,-1,NONE,MON,MONSANTO CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
754,-1,NONE,MOT,MOT,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
755,-1,NONE,MRK,"MERCK & CO., INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
756,-1,NONE,MRO,MARATHON OIL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
757,-1,NONE,MS,MORGAN STANLEY,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
758,-1,NONE,MSFT,MICROSOFT CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
759,-1,NONE,MTB,M&T BANK CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
760,-1,NONE,MTG,MGIC INVESTMENT CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
761,-1,NONE,MU,MICRON TECHNOLOGY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
762,-1,NONE,MUR,MURPHY OIL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
763,-1,NONE,MWV,MEADWESTVACO CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
764,-1,NONE,MXIM,MAXIM INTEGRATED PRODUCTS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
765,-1,NONE,MYL,MYLAN N.V.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
766,-1,NONE,NBR,NABORS INDUSTRIES LTD,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
767,-1,NONE,NCC,NATIONAL CITY CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
768,-1,NONE,NCR,NCR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
769,-1,NONE,NE,NOBLE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
770,-1,NONE,NEM,NEWMONT MINING CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
771,-1,NONE,NI,NISOURCE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
772,-1,NONE,NKE,NIKE INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
773,-1,NONE,NOC,NORTHROP GRUMMAN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
774,-1,NONE,NOV,NATIONAL OILWELL VARCO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
775,-1,NONE,NOVL,NOVELL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
776,-1,NONE,NSC,NORFOLK SOUTHERN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
777,-1,NONE,NSM,NATIONSTAR MORTGAGE HOLDINGS INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
778,-1,NONE,NTAP,"NETAPP, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
779,-1,NONE,NTRS,NORTHERN TRUST CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
780,-1,NONE,NUE,NUCOR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
781,-1,NONE,NVDA,NVIDIA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
782,-1,NONE,NVLS,NVLS,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
783,-1,NONE,NWL,NEWELL BRANDS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
784,-1,NONE,NWS.A,NWS.A,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
785,-1,NONE,NYT,NEW YORK TIMES CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
786,-1,NONE,ODP,OFFICE DEPOT INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
787,-1,NONE,OMC,OMNICOM GROUP INC.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
788,-1,NONE,OMX,OFFICEMAX INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
789,-1,NONE,ORCL,ORACLE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
790,-1,NONE,OXY,OCCIDENTAL PETROLEUM CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
791,-1,NONE,PAYX,PAYCHEX INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
792,-1,NONE,PBG,PEPSI BOTTLING GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
793,-1,NONE,PBI,PITNEY BOWES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
794,-1,NONE,PCAR,PACCAR INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
795,-1,NONE,PCG,PG&E CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
796,-1,NONE,PCL,PLUM CREEK TIMBER CO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
797,-1,NONE,PDCO,"PATTERSON COMPANIES, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
798,-1,NONE,PEG,PUBLIC SERVICE ENTERPRISE GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
799,-1,NONE,PEP,PEPSICO INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
800,-1,NONE,PFE,PFIZER INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
801,-1,NONE,PFG,PRINCIPAL FINANCIAL GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
802,-1,NONE,PG,PROCTER & GAMBLE CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
803,-1,NONE,PGN,PGN,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
804,-1,NONE,PGR,PROGRESSIVE CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
805,-1,NONE,PH,PARKER HANNIFIN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
806,-1,NONE,PHM,PULTEGROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
807,-1,NONE,PKI,PERKINELMER INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
808,-1,NONE,PLD,"PROLOGIS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
809,-1,NONE,PLL,PALL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
810,-1,NONE,PMCS,PMC SIERRA INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
811,-1,NONE,PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
812,-1,NONE,PNW,PINNACLE WEST CAPITAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
813,-1,NONE,PPG,PPG INDUSTRIES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
814,-1,NONE,PPL,PPL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
815,-1,NONE,PRU,PRUDENTIAL FINANCIAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
816,-1,NONE,PSA,PUBLIC STORAGE,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
817,-1,NONE,PTV,PACTIV CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
818,-1,NONE,PX,PRAXAIR INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
819,-1,NONE,Q,Q,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
820,-1,NONE,QCOM,QUALCOMM INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
821,-1,NONE,QLGC,QLOGIC CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
822,-1,NONE,R,RYDER SYSTEM INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
823,-1,NONE,RAI,REYNOLDS AMERICAN INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
824,-1,NONE,RDC,ROWAN COMPANIES PLC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
825,-1,NONE,RF,REGIONS FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
826,-1,NONE,RHI,HALF ROBERT INTERNATIONAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
827,-1,NONE,RIG,TRANSOCEAN LTD.,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
828,-1,NONE,RL,RALPH LAUREN CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
829,-1,NONE,ROH,ROHM & HAAS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
830,-1,NONE,ROK,ROCKWELL AUTOMATION INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
831,-1,NONE,RRD,RR DONNELLEY & SONS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
832,-1,NONE,RSH,RADIOSHACK CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
833,-1,NONE,RTN,RAYTHEON CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
834,-1,NONE,RX,IMS HEALTH INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
835,-1,NONE,S,SPRINT CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
836,-1,NONE,SAF,SAFECO CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
837,-1,NONE,SANM,SANMINA CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
838,-1,NONE,SBUX,STARBUCKS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
839,-1,NONE,SCHW,SCHWAB CHARLES CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
840,-1,NONE,SE,SEA LTD (Foreign),0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
841,-1,NONE,SEE,SEALED AIR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
842,-1,NONE,SGP,SCHERING PLOUGH CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
843,-1,NONE,SHLD,SEARS HOLDINGS CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
844,-1,NONE,SHW,SHERWIN WILLIAMS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
845,-1,NONE,SIAL,SIGMA ALDRICH CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
846,-1,NONE,SII,SMITH INTERNATIONAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
847,-1,NONE,SLB,SCHLUMBERGER LIMITED,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
848,-1,NONE,SLE,SLE,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
849,-1,NONE,SLM,SLM CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
850,-1,NONE,SLR,SOLECTRON CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
851,-1,NONE,SNA,SNAP-ON INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
852,-1,NONE,SNDK,SANDISK CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
853,-1,NONE,SNV,SYNOVUS FINANCIAL CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
854,-1,NONE,SO,SOUTHERN CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
855,-1,NONE,SOV,"SANTANDER HOLDINGS USA, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
856,-1,NONE,SPG,SIMON PROPERTY GROUP INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
857,-1,NONE,SPLS,STAPLES INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
858,-1,NONE,SRE,SEMPRA ENERGY,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
859,-1,NONE,SSP,E.W. SCRIPPS CO,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
860,-1,NONE,STI,SUNTRUST BANKS INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
861,-1,NONE,STJ,ST JUDE MEDICAL INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
862,-1,NONE,STR,QUESTAR CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
863,-1,NONE,STT,STATE STREET CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
864,-1,NONE,STZ,"CONSTELLATION BRANDS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
865,-1,NONE,SUN,SUNOCO LP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
866,-1,NONE,SUNW,"SUNWORKS, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
867,-1,NONE,SVU,SUPERVALU INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
868,-1,NONE,SWK,"STANLEY BLACK & DECKER, INC.",0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
869,-1,NONE,SWY,SAFEWAY INC,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
870,-1,NONE,SYK,STRYKER CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
871,-1,NONE,SYMC,SYMANTEC CORP,0,0,0,1,0.01,1.18E+18,1.18E+18,1.18E+18,NYSE,NYSE,USD,LOCAL,LOCAL,LOCAL,0,0
