sid,underlying_sid,root,symbol,name,mktdata_type,asset_class,instrument_type,mult,tick_size,start_date,end_date,auto_close_date,exchange_name,calendar_name,ccy,ccy_pair,base_ccy,quote_ccy,expiry_date,notice_date
284,289,CASTROLIND,CASTROLIND-I,CASTROLIND FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
285,-1,NONE,GRANULES,GRANULES,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
286,-1,NONE,BOSCHLTD,BOSCHLTD,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
287,-1,NONE,SUNPHARMA,SUNPHARMA,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
288,-1,NONE,INFY,INFY,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
289,-1,NONE,CASTROLIND,CASTROLIND,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
290,-1,NONE,COLPAL,COLPAL,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
291,-1,NONE,IDFC,IDFC,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
292,78,HDIL,HDIL-I,HDIL FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.52E+18,1.52E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
293,-1,NONE,CONCOR,CONCOR,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
294,191,IGL,IGL-I,IGL FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
295,113,SYNDIBANK,SYNDIBANK-I,SYNDIBANK FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
296,159,CENTURYTEX,CENTURYTEX-I,CENTURYTEX FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
297,-1,NONE,DCBBANK,DCBBANK,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
298,206,WIPRO,WIPRO-I,WIPRO FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
299,-1,NONE,AMARAJABAT,AMARAJABAT,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
300,-1,NONE,HINDPETRO,HINDPETRO,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
301,302,ASIANPAINT,ASIANPAINT-I,ASIANPAINT FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
302,-1,NONE,ASIANPAINT,ASIANPAINT,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
303,288,INFY,INFY-I,INFY FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
304,223,VEDL,VEDL-I,VEDL FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
305,205,JPASSOCIAT,JPASSOCIAT-I,JPASSOCIAT FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
306,-1,NONE,IDBI,IDBI,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
307,-1,NONE,BHEL,BHEL,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
308,253,AUROPHARMA,AUROPHARMA-I,AUROPHARMA FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
309,-1,NONE,TATASTEEL,TATASTEEL,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
310,-1,NONE,TECHM,TECHM,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
311,48,UPL,UPL-I,UPL FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
312,-1,NONE,KSCL,KSCL,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
313,-1,NONE,ONGC,ONGC,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
314,53,SOUTHBANK,SOUTHBANK-I,SOUTHBANK FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
315,106,TATAMOTORS,TATAMOTORS-I,TATAMOTORS FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
316,312,KSCL,KSCL-I,KSCL FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
317,-1,NONE,HDFC,HDFC,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
318,267,JETAIRWAYS,JETAIRWAYS-I,JETAIRWAYS FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
319,144,APOLLOTYRE,APOLLOTYRE-I,APOLLOTYRE FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
320,241,ORIENTBANK,ORIENTBANK-I,ORIENTBANK FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
321,-1,NONE,INFRATEL,INFRATEL,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
322,-1,NONE,IRB,IRB,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
323,-1,NONE,BRITANNIA,BRITANNIA,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
324,-1,NONE,L&TFH,L&TFH,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
325,211,GRASIM,GRASIM-I,GRASIM FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
326,195,YESBANK,YESBANK-I,YESBANK FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
327,-1,NONE,PCJEWELLER,PCJEWELLER,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
328,-1,NONE,SINTEX,SINTEX,0,0,0,1,0.01,1.48E+18,1.50E+18,1.50E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
329,254,IOC,IOC-I,IOC FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
330,-1,NONE,KOTAKBANK,KOTAKBANK,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
331,-1,NONE,JINDALSTEL,JINDALSTEL,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
332,-1,NONE,JUSTDIAL,JUSTDIAL,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
333,-1,NONE,CEATLTD,CEATLTD,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
334,-1,NONE,BANKINDIA,BANKINDIA,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
335,-1,NONE,NIFTYBANK,NIFTYBANK,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
336,321,INFRATEL,INFRATEL-I,INFRATEL FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
337,-1,NONE,DISHTV,DISHTV,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
338,-1,NONE,ADANIPORTS,ADANIPORTS,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
339,203,NIITTECH,NIITTECH-I,NIITTECH FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
340,185,AJANTPHARM,AJANTPHARM-I,AJANTPHARM FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
341,200,BHARATFIN,BHARATFIN-I,BHARATFIN FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
342,-1,NONE,RELINFRA,RELINFRA,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
343,-1,NONE,IFCI,IFCI,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
344,220,IBULHSGFIN,IBULHSGFIN-I,IBULHSGFIN FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
345,-1,NONE,HCLTECH,HCLTECH,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
346,327,PCJEWELLER,PCJEWELLER-I,PCJEWELLER FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
347,-1,NONE,PAGEIND,PAGEIND,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
348,271,ABIRLANUVO,ABIRLANUVO-I,ABIRLANUVO FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.50E+18,1.50E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
349,-1,NONE,MARUTI,MARUTI,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
350,197,NHPC,NHPC-I,NHPC FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
351,-1,NONE,UNIONBANK,UNIONBANK,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
352,-1,NONE,SIEMENS,SIEMENS,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
353,-1,NONE,RECLTD,RECLTD,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
354,221,INDUSINDBK,INDUSINDBK-I,INDUSINDBK FIRST FUTURES,0,0,1,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
355,-1,NONE,RPOWER,RPOWER,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
356,-1,NONE,WOCKPHARMA,WOCKPHARMA,0,0,0,1,0.01,1.48E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
357,358,CGPOWER,CGPOWER-I,CGPOWER FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
358,-1,NONE,CGPOWER,CGPOWER,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
359,386,PEL,PEL-I,PEL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
360,382,INDIANB,INDIANB-I,INDIANB FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
361,-1,NONE,SUZLON,SUZLON,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
362,-1,NONE,CAPF,CAPF,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
363,-1,NONE,UJJIVAN,UJJIVAN,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
364,368,DALMIABHA,DALMIABHA-I,DALMIABHA FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
365,-1,NONE,EQUITAS,EQUITAS,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
366,375,ESCORTS,ESCORTS-I,ESCORTS FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
367,361,SUZLON,SUZLON-I,SUZLON FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
368,-1,NONE,DALMIABHA,DALMIABHA,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
369,365,EQUITAS,EQUITAS-I,EQUITAS FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
370,-1,NONE,MFSL,MFSL,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
371,370,MFSL,MFSL-I,MFSL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
372,-1,NONE,INDIGO,INDIGO,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
373,-1,NONE,RDEL,RDEL,0,0,0,1,0.01,1.49E+18,1.51E+18,1.51E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
374,372,INDIGO,INDIGO-I,INDIGO FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
375,-1,NONE,ESCORTS,ESCORTS,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
376,388,SHREECEM,SHREECEM-I,SHREECEM FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
377,373,RDEL,RDEL-I,RDEL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.51E+18,1.51E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
378,379,MUTHOOTFIN,MUTHOOTFIN-I,MUTHOOTFIN FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
379,-1,NONE,MUTHOOTFIN,MUTHOOTFIN,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
380,363,UJJIVAN,UJJIVAN-I,UJJIVAN FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
381,-1,NONE,PVR,PVR,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
382,-1,NONE,INDIANB,INDIANB,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
383,362,CAPF,CAPF-I,CAPF FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
384,-1,NONE,INFIBEAM,INFIBEAM,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
385,384,INFIBEAM,INFIBEAM-I,INFIBEAM FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
386,-1,NONE,PEL,PEL,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
387,381,PVR,PVR-I,PVR FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
388,-1,NONE,SHREECEM,SHREECEM,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
389,415,GODFRYPHLP,GODFRYPHLP-I,GODFRYPHLP FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
390,-1,NONE,NBCC,NBCC,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
391,407,BALRAMCHIN,BALRAMCHIN-I,BALRAMCHIN FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
392,402,NESTLEIND,NESTLEIND-I,NESTLEIND FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
393,397,CHOLAFIN,CHOLAFIN-I,CHOLAFIN FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
394,390,NBCC,NBCC-I,NBCC FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
395,-1,NONE,BAJAJFINSV,BAJAJFINSV,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
396,419,RAYMOND,RAYMOND-I,RAYMOND FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
397,-1,NONE,CHOLAFIN,CHOLAFIN,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
398,418,MRPL,MRPL-I,MRPL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
399,-1,NONE,GSFC,GSFC,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
400,411,BERGEPAINT,BERGEPAINT-I,BERGEPAINT FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
401,408,BALKRISIND,BALKRISIND-I,BALKRISIND FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
402,-1,NONE,NESTLEIND,NESTLEIND,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
403,399,GSFC,GSFC-I,GSFC FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
404,-1,NONE,CANFINHOME,CANFINHOME,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
405,-1,NONE,MGL,MGL,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
406,409,MCX,MCX-I,MCX FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
407,-1,NONE,BALRAMCHIN,BALRAMCHIN,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
408,-1,NONE,BALKRISIND,BALKRISIND,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
409,-1,NONE,MCX,MCX,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
410,404,CANFINHOME,CANFINHOME-I,CANFINHOME FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
411,-1,NONE,BERGEPAINT,BERGEPAINT,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
412,395,BAJAJFINSV,BAJAJFINSV-I,BAJAJFINSV FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
413,405,MGL,MGL-I,MGL FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
414,416,FORTIS,FORTIS-I,FORTIS FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.52E+18,1.52E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
415,-1,NONE,GODFRYPHLP,GODFRYPHLP,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
416,-1,NONE,FORTIS,FORTIS,0,0,0,1,0.01,1.49E+18,1.52E+18,1.52E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
417,420,VGUARD,VGUARD-I,VGUARD FIRST FUTURES,0,0,1,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
418,-1,NONE,MRPL,MRPL,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
419,-1,NONE,RAYMOND,RAYMOND,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
420,-1,NONE,VGUARD,VGUARD,0,0,0,1,0.01,1.49E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
421,425,HCC,HCC-I,HCC FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
422,-1,NONE,RAMCOCEM,RAMCOCEM,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
423,427,KAJARIACER,KAJARIACER-I,KAJARIACER FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
424,-1,NONE,NATIONALUM,NATIONALUM,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
425,-1,NONE,HCC,HCC,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
426,428,RBLBANK,RBLBANK-I,RBLBANK FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
427,-1,NONE,KAJARIACER,KAJARIACER,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
428,-1,NONE,RBLBANK,RBLBANK,0,0,0,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
429,424,NATIONALUM,NATIONALUM-I,NATIONALUM FIRST FUTURES,0,0,1,1,0.01,1.50E+18,1.53E+18,1.53E+18,NSE,NSE,INR,LOCAL,LOCAL,LOCAL,0,0
